CNN,the_geom,SpeedLimit,STREETNAME,Over_pct,O5mph_pct,Speed_avg,SpeedO_avg,Spd5O_avg
6095201,"LINESTRING (-122.49866461865165 37.779455467908264, -122.49878113426873 37.77950827485554, -122.4996177826753 37.77947800995263, -122.49973047270504 37.77940342494199)",30,GEARY BLVD,64.5,21,31.4,34.17,38.67
6067101,"LINESTRING (-122.46962703119993 37.78076873890197, -122.46973789327942 37.78070248595228, -122.47057812413597 37.780662959770176, -122.47071674973014 37.780723353523804)",25,GEARY BLVD,87,42.5,29.15,30.22,33.59
6067201,"LINESTRING (-122.46962703119993 37.78076873890197, -122.46975737645673 37.78083847186579, -122.47058256735875 37.780804781829765, -122.47071674973014 37.780723353523804)",25,GEARY BLVD,87,42.5,29.15,30.22,33.59
6071101,"LINESTRING (-122.47284399422975 37.78063078715325, -122.47294105874848 37.780555577647156, -122.47383763352832 37.78051490857319, -122.47398247033507 37.78057538203288)",25,GEARY BLVD,39.5,11.5,24.18,29.03,33.96
6071201,"LINESTRING (-122.47284399422975 37.78063078715325, -122.47294465514979 37.78069420279759, -122.4738565843026 37.78065053331119, -122.47398247033507 37.78057538203288)",25,GEARY BLVD,39.5,11.5,24.18,29.03,33.96
6072101,"LINESTRING (-122.47398247033507 37.78057538203288, -122.4740983994531 37.780510542408024, -122.474961805804 37.78046970551223, -122.47508358106722 37.780528534383166)",25,GEARY BLVD,39.5,11.5,24.18,29.03,33.96
6072201,"LINESTRING (-122.47398247033507 37.78057538203288, -122.47410451343863 37.78064435248577, -122.47497575335737 37.78060947122631, -122.47508358106722 37.780528534383166)",25,GEARY BLVD,39.5,11.5,24.18,29.03,33.96
6039101,"LINESTRING (-122.42468704034845 37.78533462216716, -122.42481582708857 37.78526713007782, -122.42643012665205 37.78506173804168)",35,GEARY BLVD,18.5,4.5,30.32,38.7,44
6039102,"LINESTRING (-122.42643012665205 37.78506173804168, -122.42785332982709 37.784878051416236, -122.4279889270388 37.784953879605894)",35,GEARY BLVD,18.5,4.5,30.32,38.7,44
6039201,"LINESTRING (-122.42468704034845 37.78533462216716, -122.42489876719775 37.785441123969555, -122.42789421504904 37.785064254830715, -122.4279889270388 37.784953879605894)",35,GEARY BLVD,18.5,4.5,30.32,38.7,44
6042101,"LINESTRING (-122.43456209904666 37.78415186339116, -122.43465873401834 37.7840797600944, -122.43526812634688 37.783958369987786, -122.43772060364354 37.78365616865418, -122.43784794344232 37.78371763783057)",35,GEARY BLVD,46,16,34.52,39.01,42.78
6042201,"LINESTRING (-122.43456209904666 37.78415186339116, -122.43465890648768 37.784194218323314, -122.43775168522733 37.78380230155253, -122.43784794344232 37.78371763783057)",35,GEARY BLVD,46,16,34.52,39.01,42.78
6045101,"LINESTRING (-122.44279310007411 37.78288533640762, -122.44289423415677 37.782808826144276, -122.4444314728419 37.782569696555875)",35,GEARY BLVD,11.5,2.5,29.1,38.3,43
6045201,"LINESTRING (-122.44279310007411 37.78288533640762, -122.44292254300956 37.78294092109894, -122.44445802354554 37.78277466491723)",35,GEARY BLVD,11.5,2.5,29.1,38.3,43
6050101,"LINESTRING (-122.45214312438057 37.781853291452784, -122.45221938240253 37.7817771289883, -122.45307662319101 37.78166640464267, -122.45317038806652 37.781717428640405)",25,GEARY BLVD,80,36.5,28.4,30.06,33.71
6050201,"LINESTRING (-122.45214312438057 37.781853291452784, -122.45225232638488 37.781913051160956, -122.45309908453503 37.78180250017435, -122.45317038806652 37.781717428640405)",25,GEARY BLVD,80,36.5,28.4,30.06,33.71
5906000,"LINESTRING (-122.4562836392552 37.77455471217783, -122.45837109981429 37.77430889539707)",30,FULTON ST,51.5,21,30.38,34.43,37.95
5909000,"LINESTRING (-122.46055266135066 37.77403113394318, -122.4616197560318 37.773895253800724)",35,FULTON ST,55,24,35.52,39.75,43.31
5917000,"LINESTRING (-122.46909249631335 37.77325671216508, -122.47016269283144 37.7732095103198)",35,FULTON ST,23.88,3.98,31.73,38.04,43.25
5927000,"LINESTRING (-122.47883695131588 37.77281456848013, -122.47990458076414 37.772765580789844)",35,FULTON ST,51,14.5,34.55,38.72,43.03
5940000,"LINESTRING (-122.49276138516981 37.77217853092478, -122.49383247951299 37.77212966192582)",35,FULTON ST,57.29,20.6,35.62,39.06,42.73
5952000,"LINESTRING (-122.50561114718283 37.771591606712185, -122.5066853144761 37.77154247914793)",35,FULTON ST,39.5,9,33.5,38.27,42.56
5900000,"LINESTRING (-122.44970782691107 37.77538994154085, -122.45135765427334 37.775175120583725)",25,FULTON ST,86.14,53.47,30.12,31.43,34.13
5828000,"LINESTRING (-122.4243405167966 37.791965369132306, -122.42451795077857 37.79284141433876)",0,FRANKLIN ST,59,13,25.65,28.36,33.15
5835000,"LINESTRING (-122.42562550392496 37.798343536771064, -122.42581353103078 37.799275671098876)",0,FRANKLIN ST,78,30,27.5,29.12,32.5
5808000,"LINESTRING (-122.42208679290447 37.78082104802861, -122.42218671063422 37.78128638725447)",0,FRANKLIN ST,59,18,25.8,28.95,33.39
5809000,"LINESTRING (-122.42218671063422 37.78128638725447, -122.42228664636838 37.78175180449162)",0,FRANKLIN ST,59,18,25.8,28.95,33.39
5723101,"LINESTRING (-122.48230562055616 37.72178468659786, -122.48250108683251 37.72185762025364, -122.48256852710118 37.72194770675913, -122.48343053842385 37.722691979015565, -122.48368081785424 37.72274680037494, -122.48375404864682 37.72292711889702, -122.48490226122237 37.72392135892354, -122.48507517818106 37.7239997270229)",25,FONT BLVD,29.86,3.9,22.13,27.7,32.38
5723201,"LINESTRING (-122.48230562055616 37.72178468659786, -122.48238087763988 37.72195882360877, -122.48249184544326 37.72200083924427, -122.48335011477357 37.72273813997494, -122.48341211611597 37.72294543709214, -122.48362132148065 37.72302382531803, -122.48371254527201 37.72309918650585, -122.48373978642964 37.72315297055346, -122.48481755625274 37.724048592688966, -122.48507517818106 37.7239997270229)",25,FONT BLVD,29.86,3.9,22.13,27.7,32.38
5730000,"LINESTRING (-122.4306501767196 37.761954408272025, -122.43287139447732 37.76182051801657)",0,FORD ST,7.87,1.52,17.14,27.97,32
5662000,"LINESTRING (-122.39893033118082 37.783784933794145, -122.4003743671581 37.78264451619541)",30,FOLSOM ST,41,14,29.3,33.95,37.71
5663000,"LINESTRING (-122.4003743671581 37.78264451619541, -122.40115971952474 37.782024267108284)",30,FOLSOM ST,41,14,29.3,33.95,37.71
5667000,"LINESTRING (-122.40561526669445 37.778505104812936, -122.4061504239323 37.778082382231005)",30,FOLSOM ST,68,23.5,26.75,29.17,33.28
5668000,"LINESTRING (-122.4061504239323 37.778082382231005, -122.40643633580301 37.77785653804524)",30,FOLSOM ST,16.67,0.98,25.63,32.29,37
5669000,"LINESTRING (-122.40643633580301 37.77785653804524, -122.4067244706083 37.77762893396425)",30,FOLSOM ST,16.67,0.98,25.63,32.29,37
5670000,"LINESTRING (-122.4067244706083 37.77762893396425, -122.4070147514212 37.77739963353705)",30,FOLSOM ST,16.67,0.98,25.63,32.29,37
5671000,"LINESTRING (-122.4070147514212 37.77739963353705, -122.40729368045108 37.77717929829469)",30,FOLSOM ST,16.67,0.98,25.63,32.29,37
5672000,"LINESTRING (-122.40729368045108 37.77717929829469, -122.40784206013569 37.776746108746465)",30,FOLSOM ST,16.67,0.98,25.63,32.29,37
5679000,"LINESTRING (-122.4116101167134 37.77376934641462, -122.41222500615632 37.773284780710696)",30,FOLSOM ST,19,1,25.2,32.53,42
5680000,"LINESTRING (-122.41222500615632 37.773284780710696, -122.41282422649189 37.77281216008639)",30,FOLSOM ST,19,1,25.2,32.53,42
5639000,"LINESTRING (-122.4488494360301 37.72907259684092, -122.44885495225066 37.7298823077506)",0,FOERSTER ST,20.8,2.3,21.51,28.16,37.5
5651000,"LINESTRING (-122.39097101651542 37.79006980045619, -122.39185829032071 37.78936926773971)",30,FOLSOM ST,2.35,0.4,18.76,34.67,47.5
5607000,"LINESTRING (-122.44429130416849 37.72989686082106, -122.44656880175853 37.72989248837472)",0,FLOOD AVE,49.69,15.89,23.52,29.05,33.42
5446000,"LINESTRING (-122.42936585970072 37.77511118046312, -122.43101153840207 37.77490283135204)",30,FELL ST,5.94,0,25.51,32,0
5451000,"LINESTRING (-122.4376106240872 37.77406164642898, -122.43927679828208 37.77384711967335)",30,FELL ST,18.71,3.13,25.43,32.96,37.74
5457000,"LINESTRING (-122.4474972447278 37.772790453699194, -122.44914317322747 37.77257891662783)",30,FELL ST,55,21,31.08,35.24,40.48
5357000,"LINESTRING (-122.44817950772692 37.7800475087231, -122.44827360167403 37.780507678744215, -122.44901056853969 37.78041456968077)",0,EWING TER,1.45,0,16.42,27,0
5358000,"LINESTRING (-122.44901056853969 37.78041456968077, -122.44883518326411 37.77955818407884, -122.44809848497864 37.77965125989423, -122.44817950772692 37.7800475087231)",0,EWING TER,1.45,0,16.42,27,0
5292000,"LINESTRING (-122.45101214717671 37.78427527351436, -122.45187543653878 37.78412674216783)",25,EUCLID AVE,66.37,19.96,25.85,28.66,32.5
5246000,"LINESTRING (-122.48841873588903 37.73764357620213, -122.48857808491472 37.73769445284684, -122.48902284616177 37.73796968799952, -122.48926699303493 37.73799996201332, -122.48976684519336 37.73797817901067, -122.48997093859626 37.73795698323059)",0,ESCOLTA WAY,2.35,0.47,16.46,28,32
5101000,"LINESTRING (-122.44657347621975 37.73069925134554, -122.44657840072118 37.731549047312946)",0,EDNA ST,0.91,0.39,16.6,31.29,37
5091000,"LINESTRING (-122.43318514322128 37.71968063717436, -122.43435449920969 37.71812520535604)",0,EDINBURG ST,7.37,1.13,17.3,27.96,33.25
5012000,"LINESTRING (-122.44294948024758 37.745146212343585, -122.44321168326245 37.74536644551627, -122.44335904354544 37.74560902830263, -122.44337398936665 37.74589849011671)",0,DUNCAN ST,67.12,24.44,26.22,29.35,33.44
4886101,"LINESTRING (-122.42453896527162 37.74543571744425, -122.42444388703396 37.74532854126022, -122.42438926105814 37.744751760282206, -122.42445920823782 37.74463599858761)",25,DOLORES ST,87.56,47.26,29.61,30.72,33.89
4886201,"LINESTRING (-122.42453896527162 37.74543571744425, -122.42460947454822 37.74531911828902, -122.42455544734267 37.74474867392548, -122.42445920823782 37.74463599858761)",25,DOLORES ST,87.56,47.26,29.61,30.72,33.89
4871101,"LINESTRING (-122.42592030199836 37.75982961336066, -122.42582228794758 37.75970999079357, -122.4257690500568 37.75915438465867, -122.42584342243038 37.759029397545646)",25,DOLORES ST,83.5,36.5,28.3,29.57,32.89
4871201,"LINESTRING (-122.42592030199836 37.75982961336066, -122.42599399451375 37.75969962020772, -122.42594075534636 37.759144014149385, -122.42584342243038 37.759029397545646)",25,DOLORES ST,83.5,36.5,28.3,29.57,32.89
4875101,"LINESTRING (-122.42561221590675 37.75663138279489, -122.42552802250336 37.75654879070582, -122.42538638789014 37.75512244957267, -122.42545718012391 37.75502907908973)",25,DOLORES ST,90.5,54,30.12,30.98,33.67
4875201,"LINESTRING (-122.42561221590675 37.75663138279489, -122.42567927044415 37.756547963287815, -122.42554523254627 37.75511738050207, -122.42545718012391 37.75502907908973)",25,DOLORES ST,90.5,54,30.12,30.98,33.67
4775101,"LINESTRING (-122.44340368321868 37.7465576721171, -122.44332402804075 37.746601756156025, -122.44318942738526 37.74663079811166, -122.44239533615104 37.74688619559618, -122.44224379456622 37.74688477481139)",30,DIAMOND HEIGHTS BLVD,25.57,2.53,27.4,32.54,37.5
4775201,"LINESTRING (-122.44340368321868 37.7465576721171, -122.4432949085106 37.74650846555262, -122.44314976010995 37.74654863674748, -122.44235386925158 37.746804497968284, -122.44224379456622 37.74688477481139)",30,DIAMOND HEIGHTS BLVD,22,2,26.92,32.45,37
4778101,"LINESTRING (-122.43768292519675 37.74360858397706, -122.43751445308799 37.74359393262826, -122.43722664169985 37.7434210249005, -122.43647249243705 37.74288566406025, -122.43609836668772 37.742519404642714, -122.43580030827559 37.74210451246949, -122.4355837860475 37.74161226194688, -122.43562104627769 37.74153426339738)",30,DIAMOND HEIGHTS BLVD,74.5,26,32.28,34.32,38.63
4778201,"LINESTRING (-122.43768292519675 37.74360858397706, -122.43764624847279 37.743478293946346, -122.4373470186577 37.74330393674423, -122.4365742074389 37.74276897075074, -122.4362149777978 37.74244511110275, -122.43595460517867 37.74207664588606, -122.43572043499512 37.741572255835365, -122.43562104627769 37.74153426339738)",30,DIAMOND HEIGHTS BLVD,74.5,26,32.28,34.32,38.63
4779101,"LINESTRING (-122.43562104627769 37.74153426339738, -122.43553961561938 37.74148562269356, -122.43551953822045 37.74142762239647, -122.43546388453512 37.7412668422672, -122.43543802313044 37.74097413885841, -122.43552116358389 37.74066516952293, -122.43575461659817 37.74022577832934, -122.43583957633508 37.74015348137354)",30,DIAMOND HEIGHTS BLVD,74.5,26,32.28,34.32,38.63
4779201,"LINESTRING (-122.43562104627769 37.74153426339738, -122.43566339074053 37.741449385248124, -122.43562612892877 37.74136912493577, -122.4355575534429 37.74101198350941, -122.43563203565738 37.740681020447184, -122.4358672187379 37.74025482697416, -122.43583957633508 37.74015348137354)",30,DIAMOND HEIGHTS BLVD,74.5,26,32.28,34.32,38.63
4780101,"LINESTRING (-122.43583957633508 37.74015348137354, -122.435853160305 37.74004417373813, -122.43593423585833 37.739894801808035, -122.43655746242831 37.73882050442268, -122.43668035259819 37.73875232641689)",30,DIAMOND HEIGHTS BLVD,74.5,26,32.28,34.32,38.63
4780201,"LINESTRING (-122.43583957633508 37.74015348137354, -122.43595631825193 37.74009336121946, -122.43665198642364 37.73886786400334, -122.43668035259819 37.73875232641689)",30,DIAMOND HEIGHTS BLVD,74.5,26,32.28,34.32,38.63
4781101,"LINESTRING (-122.43668035259819 37.73875232641689, -122.43666957514331 37.73869363731145, -122.43692524908958 37.738411034060896, -122.43730912537369 37.73827451195408, -122.43739820438411 37.73828796894303)",30,DIAMOND HEIGHTS BLVD,60.93,18.57,30.7,33.78,37.83
4781201,"LINESTRING (-122.43668035259819 37.73875232641689, -122.43676903507051 37.738724905339005, -122.43699318340319 37.73847714972207, -122.43735673724959 37.73834785413898, -122.43739820438411 37.73828796894303)",30,DIAMOND HEIGHTS BLVD,60.93,18.57,30.7,33.78,37.83
4782101,"LINESTRING (-122.43739820438411 37.73828796894303, -122.437470081068 37.738265757781974, -122.43764726549671 37.73827900495399, -122.43946503659822 37.738643263901736, -122.43954904955527 37.7386884220707)",30,DIAMOND HEIGHTS BLVD,60.93,18.57,30.7,33.78,37.83
4782201,"LINESTRING (-122.43739820438411 37.73828796894303, -122.43748471554383 37.73832202226355, -122.43764078268644 37.73833368987159, -122.43945122954896 37.738697114086214, -122.43954904955527 37.7386884220707)",30,DIAMOND HEIGHTS BLVD,60.93,18.57,30.7,33.78,37.83
4783101,"LINESTRING (-122.43954904955527 37.7386884220707, -122.43959879874468 37.73864842326329, -122.43980345612819 37.73860147712513, -122.4400143986651 37.738423458932644, -122.44011599007503 37.738152693367496, -122.44006002304208 37.73796450495941, -122.43993297443366 37.73784431921869, -122.43991979407873 37.73778913687711)",30,DIAMOND HEIGHTS BLVD,60.93,18.57,30.7,33.78,37.83
4783201,"LINESTRING (-122.43954904955527 37.7386884220707, -122.43962878451399 37.738698718251435, -122.43984084661535 37.73865007213533, -122.4400760031823 37.738451620062484, -122.44018754440893 37.73815433231892, -122.44012355926812 37.7379391815889, -122.43998974447851 37.73781259587158, -122.43991979407873 37.73778913687711)",30,DIAMOND HEIGHTS BLVD,60.93,18.57,30.7,33.78,37.83
4735000,"LINESTRING (-122.4613810975894 37.74556949790726, -122.46368599563952 37.74374940984558)",25,DEWEY BLVD,85.03,45.91,28.45,30.11,32.75
4761000,"LINESTRING (-122.4361348440344 37.73836719249354, -122.4356138583993 37.73859720054187)",0,DIAMOND ST,17.73,2.95,20.75,28.68,37.12
4563000,"LINESTRING (-122.42876638552536 37.734767945871305, -122.42874364548946 37.734625580249954)",0,CUVIER ST,100,100,47.14,47.14,47.14
4515000,"LINESTRING (-122.48152683291602 37.73520295103078, -122.48223501787166 37.73538665633936, -122.48240596414695 37.73541152928309)",0,CRESTLAKE DR,0,0,16.27,0,0
4520000,"LINESTRING (-122.48597549032704 37.734994364766855, -122.4863223633827 37.73500314271739, -122.48674684290035 37.7350340268727, -122.48770124056493 37.73517245740949, -122.48842584938117 37.73516700075285)",0,CRESTLAKE DR,49.67,15.47,23.68,28.78,32.7
4522000,"LINESTRING (-122.49027010847617 37.73560633701221, -122.49046067423627 37.73584227476227, -122.49052148591286 37.73602887328581, -122.49055274919252 37.73625159704688, -122.49068626671331 37.736541968574045, -122.49116250874899 37.73715778229703, -122.49121145214833 37.73722106918796, -122.49133489929211 37.7372930231154)",0,CRESTLAKE DR,40.06,7.49,23.45,28.29,33.91
4490000,"LINESTRING (-122.41809924392813 37.734952015766936, -122.41747882885178 37.73492102035416)",0,CRESCENT AVE,15.56,2.98,20.12,28.91,36.95
4427000,"LINESTRING (-122.41589947973462 37.739001869689304, -122.4151836270169 37.738932912874375)",25,CORTLAND AVE,4.5,0,19.12,27,0
4432000,"LINESTRING (-122.41265698574517 37.739311471329586, -122.41199163800968 37.739710009402174)",25,CORTLAND AVE,9.5,1,20.7,27.53,32
4436000,"LINESTRING (-122.41050654081938 37.739778789987476, -122.41011472246733 37.739755136147664)",25,CORTLAND AVE,28.5,4,22.7,27.79,32.62
4392000,"LINESTRING (-122.44376167192426 37.75274725193051, -122.44377276521593 37.75264691847283, -122.44371924740022 37.75248886727607, -122.44361010450727 37.75231186054559)",0,CORBETT AVE,43.46,7.09,23.67,28.04,33.38
4393000,"LINESTRING (-122.44361010450727 37.75231186054559, -122.44349864362395 37.75213109334207, -122.44346220626551 37.75199670954417, -122.44348958235938 37.75188957645275, -122.4435475770747 37.75179935628904)",0,CORBETT AVE,43.46,7.09,23.67,28.04,33.38
4394000,"LINESTRING (-122.4435475770747 37.75179935628904, -122.44369278423287 37.75156602417158, -122.44389797303506 37.75115224672296, -122.44401741058574 37.750838584822894, -122.44407051213487 37.75065867219099, -122.44396872696761 37.750458966896346)",0,CORBETT AVE,43.46,7.09,23.67,28.04,33.38
4418000,"LINESTRING (-122.42085632970901 37.74022084805126, -122.42027504459323 37.739984557465554)",25,CORTLAND AVE,53,12.5,24.8,28.18,32
4337000,"LINESTRING (-122.442027054266 37.73235684033022, -122.44203261784942 37.73302585837976, -122.44200231911174 37.7330979558661)",0,CONGO ST,4.63,0.93,18.45,28.71,35.48
4360000,"LINESTRING (-122.48842584938117 37.73516700075285, -122.48845828351124 37.735039491521626, -122.48852210051875 37.734860714760636, -122.48857550931581 37.734763677487244)",0,CONSTANSO WAY,15.15,0.43,20.93,27.14,32
4361000,"LINESTRING (-122.48857550931581 37.734763677487244, -122.48872560970939 37.73456348995892, -122.48881671589035 37.73438627301, -122.48883407721578 37.73425827098356, -122.48895603925651 37.73411329749848)",0,CONSTANSO WAY,15.15,0.43,20.93,27.14,32
4290000,"LINESTRING (-122.40551293561136 37.79706459044631, -122.40622643763088 37.79755881022253)",25,COLUMBUS AVE,29,4.5,22.42,27.86,32.56
4291000,"LINESTRING (-122.40622643763088 37.79755881022253, -122.40666793125801 37.79786461281494)",25,COLUMBUS AVE,29,4.5,22.42,27.86,32.56
4299000,"LINESTRING (-122.41254127823896 37.80193063657357, -122.41290808538045 37.8021837711798)",25,COLUMBUS AVE,71,25.5,26.9,29.39,33.67
4300000,"LINESTRING (-122.41290808538045 37.8021837711798, -122.41371875000068 37.80274320188355)",25,COLUMBUS AVE,71,25.5,26.9,29.39,33.67
4214000,"LINESTRING (-122.43163957927932 37.74902821430418, -122.43385110326406 37.74889597202041)",25,CLIPPER ST,70,20,26.5,28.54,32.38
4216000,"LINESTRING (-122.43606717302481 37.74876203523136, -122.43813980389795 37.74863672992858, -122.43824612574964 37.748664500854744)",25,CLIPPER ST,18.6,5.61,29.33,38.99,43.62
4217000,"LINESTRING (-122.43824612574964 37.748664500854744, -122.44069329943824 37.74863903944002, -122.44140809556642 37.74861001357472, -122.44191670188653 37.74847439111833, -122.44251900874892 37.74818321591593)",35,CLIPPER ST,41.7,10.31,33.79,38.4,42.65
4186000,"LINESTRING (-122.49665988470115 37.7814772943677, -122.49880133425961 37.78137719207507)",25,CLEMENT ST,92.5,60,30.68,31.38,33.75
4188000,"LINESTRING (-122.49987057073021 37.781327196164206, -122.50094505083086 37.78127694480536)",25,CLEMENT ST,83.5,39.5,28.6,29.9,33.14
4071000,"LINESTRING (-122.45407763952097 37.75702697685566, -122.4540948849931 37.75693188904034, -122.4541720610169 37.756506875849894, -122.45425044921865 37.75634705653928, -122.45452461704305 37.75596297884459, -122.45482097949542 37.75554652435426, -122.45505238902491 37.75511628894808)",35,CLARENDON AVE,68.5,28,36.7,39.64,43.45
4076000,"LINESTRING (-122.45644843337575 37.75148331313654, -122.45703195497765 37.751401500855344, -122.45898510117608 37.75194603618826, -122.46066796818337 37.75181387231747, -122.461159588507 37.75169349985194, -122.4615236032018 37.751503561063856)",35,CLARENDON AVE,57.5,18.5,35.45,38.91,42.95
4060000,"LINESTRING (-122.46368599563952 37.74374940984558, -122.46380395890637 37.74292725604838)",0,CLAREMONT BLVD,71.56,23.84,26.57,28.83,32.5
3875000,"LINESTRING (-122.4392550161055 37.80408109168495, -122.44050703447294 37.80475650486504)",25,CERVANTES BLVD,45.66,8.94,23.49,28.07,32.46
3876000,"LINESTRING (-122.44050703447294 37.80475650486504, -122.44081767705042 37.804924080590894)",25,CERVANTES BLVD,45.66,8.94,23.49,28.07,32.46
3671000,"LINESTRING (-122.41873444890209 37.76673948116907, -122.41863361657893 37.7656862335342)",0,CAPP ST,13.48,3.48,16.27,30.28,39.7
3597000,"LINESTRING (-122.47965091763034 37.784125354904134, -122.48072530654008 37.784076607833406)",25,CALIFORNIA ST,58.5,13,25.55,28.2,32.38
3559000,"LINESTRING (-122.43548556402446 37.78869694019118, -122.43712919541457 37.78848786226459)",25,CALIFORNIA ST,77.5,41,28.3,30.13,32.91
3564000,"LINESTRING (-122.44375326642079 37.78764720994296, -122.44540219819301 37.787438165590856)",25,CALIFORNIA ST,66,21.5,26.38,28.89,32.81
3576000,"LINESTRING (-122.45806191702822 37.78582427846528, -122.45917876636727 37.785681691504344)",25,CALIFORNIA ST,53,21,25.32,29.41,33.07
3578000,"LINESTRING (-122.4603082450318 37.78553855506754, -122.46136866439615 37.785403134567105)",25,CALIFORNIA ST,73.5,28.5,27.52,29.65,33.84
3582000,"LINESTRING (-122.46457215937197 37.78499397284595, -122.46563231184479 37.78485253319135)",25,CALIFORNIA ST,32.9,6.12,22.38,28.73,36.31
3456000,"LINESTRING (-122.43839388419792 37.786391675502166, -122.44006119950727 37.78617958337138)",30,BUSH ST,12,1,25.95,32.42,37
3448000,"LINESTRING (-122.42686464320015 37.78786244285891, -122.42852501120417 37.78765056179609)",30,BUSH ST,15,3,26.15,33,37
3365000,"LINESTRING (-122.43930139969066 37.768165524852186, -122.44013746389169 37.767756871786496, -122.44060428862197 37.7669545115229, -122.44193825840289 37.76595284488022, -122.44200945777327 37.76590709371767, -122.44216661052326 37.765887824581824, -122.4423609703688 37.76588462193868, -122.44257524425028 37.765928284255494)",25,BUENA VISTA AVE,47.6,12.77,23.63,28.42,32.27
3368000,"LINESTRING (-122.44369460369785 37.76695428617768, -122.44376351243737 37.767066558966185, -122.44386581516531 37.76753585213754)",25,BUENA VISTA AVE,25.56,4.9,21.09,28.13,32.91
3369000,"LINESTRING (-122.44386581516531 37.76753585213754, -122.44335605500396 37.76894423468451)",25,BUENA VISTA AVE,25.56,4.9,21.09,28.13,32.91
3370000,"LINESTRING (-122.44335605500396 37.76894423468451, -122.44316714867887 37.76903664210551, -122.44241097886278 37.76949334300727, -122.44238443965467 37.769599921793855, -122.44250605292247 37.769685989791284, -122.44264684889981 37.769690367371574, -122.44276519419931 37.76966128296591)",25,BUENA VISTA AVE,12.99,2.04,17.29,28.58,37.07
3362000,"LINESTRING (-122.44035770477673 37.77084743395925, -122.44026260821825 37.77072526152126, -122.43967260681787 37.77054299030804, -122.43946081558913 37.770405837652994, -122.43925429241858 37.77002493004547)",25,BUENA VISTA AVE,41.58,8.55,23.61,28.92,36.32
3363000,"LINESTRING (-122.43925429241858 37.77002493004547, -122.439150346857 37.7699376875971, -122.43882297459535 37.769684120867154, -122.43835133359936 37.76918513474961, -122.43833832912223 37.7690066011471)",25,BUENA VISTA AVE,41.58,8.55,23.61,28.92,36.32
3285000,"LINESTRING (-122.39805994016146 37.77956691079729, -122.40029775939792 37.77779901106437)",30,BRYANT ST,42,16,29.1,34.26,37.94
3297000,"LINESTRING (-122.40696828976178 37.77252627000339, -122.40750194319413 37.77210439254869)",30,BRYANT ST,26.73,5.94,26.26,33.3,37.83
3298000,"LINESTRING (-122.40750194319413 37.77210439254869, -122.40853108209839 37.771290791808916)",30,BRYANT ST,26.73,5.94,26.26,33.3,37.83
3276098,"LINESTRING (-122.3896366401541 37.78622377722927, -122.38966571794546 37.78611978385217, -122.39023011487569 37.78567287866372)",30,BRYANT ST,19.11,4.17,21.88,33.86,40.53
3276099,"LINESTRING (-122.39023011487569 37.78567287866372, -122.39083167601295 37.78519653769026, -122.39114679161041 37.78487766428104, -122.3911655935402 37.78477478066176)",30,BRYANT ST,19.11,4.17,21.88,33.86,40.53
3277000,"LINESTRING (-122.3896366401541 37.78622377722927, -122.38978311119502 37.786178451918246, -122.39096625324352 37.78523207782761, -122.39130110620691 37.78486031268012, -122.39159282765402 37.784594000579304, -122.39211876665199 37.784205306440185)",30,BRYANT ST,19.11,4.17,21.88,33.86,40.53
3240101,"LINESTRING (-122.46707269078071 37.71242187136188, -122.46720112809442 37.71236137487374, -122.46800885666221 37.71233648729601, -122.4687478247436 37.712415682810565, -122.47002761344693 37.71266922201892, -122.47058106389976 37.71270439845793)",35,BROTHERHOOD WAY,5.5,2,36.38,49.91,55
3240102,"LINESTRING (-122.47058106389976 37.71270439845793, -122.47175102851614 37.71268122104289)",35,BROTHERHOOD WAY,5.5,2,36.38,49.91,55
3240103,"LINESTRING (-122.47175102851614 37.71268122104289, -122.47197157092774 37.712683497790714, -122.47229808893164 37.71271384945805, -122.47255070985003 37.71278412262555)",35,BROTHERHOOD WAY,5.5,2,36.38,49.91,55
3240104,"LINESTRING (-122.47255070985003 37.71278412262555, -122.47264894242983 37.712811448637495, -122.4727372051281 37.71292737460871)",35,BROTHERHOOD WAY,5.5,2,36.38,49.91,55
3240201,"LINESTRING (-122.46707269078071 37.71242187136188, -122.46719155965681 37.71247701368161, -122.46801811209973 37.71245456224982, -122.46866973629555 37.712524192816694, -122.46999312665938 37.71278126827646)",35,BROTHERHOOD WAY,5.5,2,36.38,49.91,55
3240202,"LINESTRING (-122.46999312665938 37.71278126827646, -122.4703313902878 37.71281243208978, -122.47089495525847 37.712806648843326)",35,BROTHERHOOD WAY,5.5,2,36.38,49.91,55
3240203,"LINESTRING (-122.47089495525847 37.712806648843326, -122.47186934275793 37.71279664359972, -122.47226880516385 37.71283771290909, -122.47237119045724 37.71286826818586)",35,BROTHERHOOD WAY,5.5,2,36.38,49.91,55
3240204,"LINESTRING (-122.47237119045724 37.71286826818586, -122.47258449066508 37.71293192124895, -122.4727372051281 37.71292737460871)",35,BROTHERHOOD WAY,5.5,2,36.38,49.91,55
3046000,"LINESTRING (-122.40951468568467 37.72343034859375, -122.40901985179683 37.72222972093424)",0,BOWDOIN ST,26.71,6.09,21.24,28.26,32.53
3030101,"LINESTRING (-122.43667288947653 37.734040174436686, -122.43677569047443 37.73402036450728, -122.4375289770467 37.73416949182268)",25,BOSWORTH ST,100,84,33.3,33.3,34.5
